Time,ThetaK,X1,Y1,X2,Y2,DeltaThetaK,DeltaThetaK_DualSideband,DeltaX1_C-M,DeltaY1_C-M,DeltaX1_C+M,DeltaY1_C+M,TX1,TY1,TX2,TY2
119747132506112,0.1053533447931879,-2.2237841554338408e-07,-7.185651412330907e-07,-1.0138427910334678e-06,-5.645722714526754e-07,-0.42220943526153004,-0.31576840022450453,4.389829463984407e-07,-7.945325999848211e-07,2.1764351020460166e-07,1.2223611324418223e-07,0.6936987705008472,0.009715500530020668,-0.00027282121113508616,0.0019473367569975105
