,Freqs,TcSet,TcReal,x1,y1,dx1,dy1,numMeas,xSensitivity,ySensitivity,xFracErr,yFracErr
0,3347620.0000000843,0.17999999999999997,0.18001468185815359,-0.00021085283835679214,0.0004966619444488062,7.650356383447704e-06,4.171940539650071e-06,11,3.24590369573368e-06,1.7700766522890572e-06,-0.03628291866056004,0.008399960146493763
1,3347620.0000000843,0.18444444444444444,0.18445808893295904,-0.0002138395016937707,0.0004964434290678187,1.864798236833707e-06,3.612982085763902e-06,11,8.00904441893366e-07,1.551724655146973e-06,-0.008720550796569828,0.007277731709629167
2,3347620.0000000843,0.18888888888888886,0.1888812641328206,-0.00022168221006548102,0.0004918615797876801,3.526358298472738e-06,1.6968993442676467e-06,11,1.5325719669582807e-06,7.374804672857009e-07,-0.015907267874274232,0.0034499530233691768
3,3347620.0000000843,0.19333333333333333,0.19332922069165218,-0.00022836576832488723,0.0004895606927095747,2.186375197797376e-06,3.50766814258427e-06,11,9.613320957601044e-07,1.542294282398823e-06,-0.009574005832112735,0.007164930099208653
4,3347620.0000000843,0.1977777777777778,0.19779016587800857,-0.0002146644162846498,0.0004965734221852944,4.964875357953739e-06,4.250196640027147e-06,10,2.208059120792925e-06,1.8902157213556436e-06,-0.023128543816829907,0.008559049780238144
5,3347620.0000000843,0.20222222222222225,0.20225108830165311,-0.00021950364318916544,0.0004992789052751585,8.413170355659279e-06,2.9553585790472423e-06,10,3.7835991262218876e-06,1.3290937499956593e-06,-0.03832815817279587,0.0059192538435376306
6,3347620.0000000843,0.2066666666666666,0.2066977494021101,-0.0002417971530351062,0.0004894839706274307,2.046344060625791e-05,7.80982182206856e-06,10,9.303503583897043e-06,3.550659281068916e-06,-0.08463061020113355,0.015955214656074985
7,3347620.0000000843,0.21111111111111108,0.21111469370816743,-0.00026318398945531765,0.00047888918507877406,7.088464495155532e-06,3.3563525650969145e-06,10,3.2569523078315464e-06,1.5421506646833917e-06,-0.026933494358170232,0.007008620511120578
8,3347620.0000000843,0.21555555555555556,0.21556497218923515,-0.0002134164032511863,0.0005004083373895419,1.989361563100641e-05,1.0896499351054848e-05,10,9.236401832932904e-06,5.059132962324338e-06,-0.09321502624890586,0.021775215432856567
9,3347620.0000000843,0.22,0.220040656749066,-0.0001786340269283132,0.0005179988270555653,2.870924270502022e-06,6.920257829610987e-07,9,1.3467072651614177e-06,3.246188550385428e-07,-0.016071542022921197,0.00133596013507356
