,Freqs,TcSet,TcReal,x1,y1,dx1,dy1,numMeas,xSensitivity,ySensitivity,xFracErr,yFracErr
0,3347620.0000000843,0.17999999999999997,0.18001468185815359,-0.0005449926213126067,-1.456654701391978e-05,1.5755566550591503e-05,2.8232202648868372e-05,11,6.684793378461635e-06,1.1978397648890454e-05,-0.028909687827780958,-1.9381534018933726
1,3347620.0000000843,0.18444444444444444,0.18445808893295904,-0.0005502708901782032,-2.015586194804506e-05,2.932950774314386e-06,1.3350709455950937e-06,11,1.2596608344028866e-06,5.733940699050748e-07,-0.005330012593187622,-0.06623735313510538
2,3347620.0000000843,0.18888888888888886,0.1888812641328206,-0.0005486235750203121,-1.7174895060860042e-05,2.5895836477088347e-06,3.5474612992974685e-06,11,1.125445280557843e-06,1.5417434307589633e-06,-0.004720146500472493,-0.20654922703905168
3,3347620.0000000843,0.19333333333333333,0.19332922069165218,-0.0005506644311038329,-9.425949945645637e-06,4.060350355028294e-06,1.1045146048523974e-06,11,1.785304333973413e-06,4.856464439178122e-07,-0.007373547528554058,-0.11717806812273952
4,3347620.0000000843,0.1977777777777778,0.19779016587800857,-0.0005482730105536369,-5.738925560068019e-06,1.8210961704500456e-06,3.184996100913383e-06,10,8.099071414877518e-07,1.4164826271107422e-06,-0.003321513434723211,-0.5549812534727552
5,3347620.0000000843,0.20222222222222225,0.20225108830165311,-0.000548697664999492,-1.0076363575995607e-05,3.676656220078713e-06,3.1538909596708754e-06,10,1.6534781388743178e-06,1.4183783965794578e-06,-0.0067006959471608415,-0.3129989242532122
6,3347620.0000000843,0.2066666666666666,0.2066977494021101,-0.0005511035102795115,-3.2816170935087798e-06,2.949245224930818e-06,5.004012762358085e-06,10,1.3408455619894246e-06,2.275025571908376e-06,-0.005351526836464904,-1.52486186528474
7,3347620.0000000843,0.21111111111111108,0.21111469370816743,-0.0005500696176617846,-9.291250859203108e-06,2.713401988162996e-06,2.5340947202735666e-06,10,1.2467327548105706e-06,1.1643460516871274e-06,-0.00493283377419939,-0.2727398881673195
8,3347620.0000000843,0.21555555555555556,0.21556497218923515,-0.0005488398280927038,-7.7178900649891e-06,1.1994696407441588e-06,1.4386943999255e-06,10,5.56901459936182e-07,6.679710636306257e-07,-0.002185463917428307,-0.18641032559557869
9,3347620.0000000843,0.22,0.220040656749066,-0.0005515373397377092,-3.288660932732207e-06,2.268852682913686e-06,2.7086188424525152e-06,9,1.0642845661430635e-06,1.270572237367326e-06,-0.004113688266315149,-0.8236236261067524
