,Freqs,TcSet,TcReal,x1,y1,dx1,dy1,numMeas,xSensitivity,ySensitivity,xFracErr,yFracErr
0,3347620.0000000843,0.17999999999999997,0.18001468185815359,-0.00027050897475485266,0.00047393256007426175,5.925310290429725e-06,2.6256235549811454e-06,11,2.5139987741861414e-06,1.1140031618864206e-06,-0.021904302050604813,0.005540078433458401
1,3347620.0000000843,0.18444444444444444,0.18445808893295904,-0.00025906704887139584,0.0004765423747615063,7.158339128863947e-06,3.1248189169007998e-06,11,3.074405311869391e-06,1.3420654852761123e-06,-0.027631221956048283,0.006557273985266616
2,3347620.0000000843,0.18888888888888886,0.1888812641328206,-0.0002384513555089489,0.00048242876878070687,2.630462904222295e-06,2.8791009545292304e-06,11,1.1432115984585962e-06,1.2512708691188142e-06,-0.011031444541834764,0.005967929652715127
3,3347620.0000000843,0.19333333333333333,0.19332922069165218,-0.00023768199495235125,0.0004854380987356098,2.6556504298607874e-06,2.8101320178369854e-06,11,1.1676687495889213e-06,1.2355930971003272e-06,-0.011173124116503536,0.005788857580722157
4,3347620.0000000843,0.1977777777777778,0.19779016587800857,-0.0002356679222897977,0.0004879664737553256,6.540453207958912e-06,3.2982211262521496e-06,10,2.908775411011554e-06,1.4668378791314726e-06,-0.027752836043236313,0.006759114208952666
5,3347620.0000000843,0.20222222222222225,0.20225108830165311,-0.00020958046798512015,0.0004959662275704537,7.201210635834804e-06,3.32054815623371e-06,10,3.238552545314437e-06,1.4933280287201607e-06,-0.034360122892492434,0.00669510940795261
6,3347620.0000000843,0.2066666666666666,0.2066977494021101,-0.0002018437652770364,0.0005017042223421519,1.7948405097258363e-06,2.435028539414341e-06,10,8.160067232120984e-07,1.1070619637835977e-06,-0.008892226654919788,0.004853514144343202
7,3347620.0000000843,0.21111111111111108,0.21111469370816743,-0.00019881663946471126,0.0004982795686667049,6.597549936527192e-06,3.910532000842229e-06,10,3.031390720302202e-06,1.7967807038741125e-06,-0.03318409341537139,0.007848068126305117
8,3347620.0000000843,0.21555555555555556,0.21556497218923515,-0.00018584706702776856,0.0005061939519108976,3.3969557537556294e-06,2.070213169524516e-06,10,1.5771717385289197e-06,9.611787554473193e-07,-0.018278231709990177,0.004089762751430352
9,3347620.0000000843,0.22,0.220040656749066,-0.0001809913710924202,0.0005078788858665736,1.6216532120948797e-06,2.4983257943187004e-06,9,7.606930578906003e-07,1.17192694092235e-06,-0.008959837158572658,0.004919136951432636
