,Freqs,TcSet,TcReal,x1,y1,dx1,dy1,numMeas,xSensitivity,ySensitivity,xFracErr,yFracErr
0,3347620.0000000843,0.17999999999999997,0.18001468185815359,-0.0005562386558104166,-3.01411732973598e-06,2.7262469540301333e-06,1.5421803047616123e-05,11,1.1566957955991527e-06,6.54318374179781e-06,-0.004901218075284798,-5.116523798019166
1,3347620.0000000843,0.18444444444444444,0.18445808893295904,-0.0005577713397536507,-1.0118286520631707e-05,3.020602588240583e-06,1.8449833126198532e-05,11,1.297306047556186e-06,7.92394212472728e-06,-0.005415485473984168,-1.8234147736949702
2,3347620.0000000843,0.18888888888888886,0.1888812641328206,-0.000556058774886157,-6.534672791431274e-06,3.1277582733617645e-06,1.765872050598785e-05,11,1.359338513971238e-06,7.674563311263461e-06,-0.005624869914159914,-2.702311358136128
3,3347620.0000000843,0.19333333333333333,0.19332922069165218,-0.0005560199649611715,-1.5873255553630511e-06,2.247688447000492e-06,2.01736596179223e-05,11,9.882910524907119e-07,8.870200548920398e-06,-0.004042459963029304,-12.709213651706254
4,3347620.0000000843,0.1977777777777778,0.19779016587800857,-0.0005579269398079038,-8.416368075887435e-06,3.038361387490251e-06,2.0384719842446823e-05,10,1.351268881939857e-06,9.065820051417014e-06,-0.005445805123761131,-2.4220328363309402
5,3347620.0000000843,0.20222222222222225,0.20225108830165311,-0.0005547187062551578,-2.801924943888959e-06,2.445852998721887e-06,2.1052146869064014e-05,10,1.099957195399752e-06,9.467641938963642e-06,-0.004409177067839589,-7.513458529636586
6,3347620.0000000843,0.2066666666666666,0.2066977494021101,-0.0005563216585535624,-7.385128695276073e-06,2.943446225312538e-06,2.2293490675783684e-05,10,1.3382091034011663e-06,1.013551798988786e-05,-0.005290907121907684,-3.018700363345571
7,3347620.0000000843,0.21111111111111108,0.21111469370816743,-0.0005549699454142732,-1.5391597546163814e-05,2.35473403034784e-06,1.6359076377392685e-05,10,1.0819348026236536e-06,7.516540655279473e-06,-0.0042429937869699974,-1.0628575967067178
8,3347620.0000000843,0.21555555555555556,0.21556497218923515,-0.0005517822121869993,-6.685911332459708e-06,2.242330952557093e-06,2.2538559408357856e-05,10,1.041091277945474e-06,1.0464422118750475e-05,-0.004063797097897686,-3.371052693883999
9,3347620.0000000843,0.22,0.220040656749066,-0.0005530118756907283,-1.411843738308705e-05,1.6717155202115236e-06,2.4456239438534413e-05,9,7.841765313991664e-07,1.1472052979176028e-05,-0.003022928789953201,-1.7322199882992266
