queueT, pd.Timestamp.now #now, repeat, magnet.volts #Mv, magnet.motion_inst.phi.position #Mphi, magnet.motion_inst.x.position #Mx, magnet.motion_inst.y.position #My, magnet.field, magnet.phi, magnet.theta,hall.x_field #Bx,hall.y_field #By,hall.z_field #Bz,purpose



;from pymeasure.adapters import DAQmxAdapter
;from aparatus.drivers.custom_instruments1 import senis3AxHallProbe
;hall = senis3AxHallProbe(DAQmxAdapter('Dev1', ['ai0', 'ai2', 'ai4']))

;from aparatus.sagnac1 import  magnet

;from clerk import pd, np, time,  queueT, Counter, hysteresis, waitUntil
;repeat, chip, device, purpose= None, None, None, None #,define dummy variables

;def wrapUp():
;    magnet.field =0

;########################################################################################

;parameters = {
;   'purpose': "'XYscan'",
;   "magnet.volts": 5, 
;   "magnet.motion_inst.phi.position": [-90,0,90], #degrees
;   "magnet.motion_inst.x.position": 31.04499272827137 + np.linspace(-5, 5, 20), 
;   "magnet.motion_inst.y.position": 24.73 + np.linspace(-5, 5, 20),
;}

2026-05-04 21:25:43.342253,2026-05-04 21:26:53.367356,,4.9993896484375,-82.74,28.15031,22.89081,0.0,-82.755,0.0,-0.008297100830078124,-0.11821184692382813,0.03581040649414063,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:26:54.114358,,4.998779296875,-83.672,28.15031,23.41492,0.0,-83.683,0.0,-0.007032989501953126,-0.11805576782226564,0.0349107421875,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:26:54.983899,,4.99908447265625,-84.758,28.15031,23.94139,0.0,-84.771,0.0,-0.005731835937500001,-0.117954345703125,0.034256146240234375,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:26:55.729911,,4.9993896484375,-85.694,28.15031,24.47006,0.0,-85.706,0.0,-0.004612591552734375,-0.11787734375000002,0.03378637084960938,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:26:56.472870,,4.99969482421875,-86.621,28.15031,24.99501,0.0,-86.632,0.0,-0.003503387451171875,-0.11779934692382812,0.033471893310546875,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:26:57.226915,,4.9993896484375,-87.564,28.15031,25.52184,0.0,-87.577,0.0,-0.00245870361328125,-0.11778904418945313,0.033349340820312504,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:26:57.968615,,4.99908447265625,-88.491,28.15031,26.04951,0.0,-88.505,0.0,-0.001371429443359375,-0.11784144287109376,0.03340159301757813,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:26:58.736753,,4.99908447265625,-89.451,28.15031,26.57549,0.0,-89.463,0.0,-0.00033521728515625,-0.1179162536621094,0.033576562500000004,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:26:59.481722,,4.9993896484375,-90.012,28.15031,27.09928,0.0,-90.012,0.0,0.00035325317382812506,-0.11795446166992188,0.03352648315429688,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:27:00.225728,,4.99847412109375,-89.998,28.15031,27.62536,0.0,-89.998,0.0,0.0007119201660156251,-0.1180201354980469,0.03351920776367188,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:27:00.973722,,4.99908447265625,-89.999,28.15031,28.15166,0.0,-89.999,0.0,0.001110980224609375,-0.11813244018554687,0.0334936767578125,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:27:01.731764,,4.9993896484375,-89.999,28.15031,28.67901,0.0,-89.999,0.0,0.0014869812011718752,-0.11821463623046875,0.03346708984375,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:27:02.496723,,4.99908447265625,-90.001,28.15031,29.20506,0.0,-90.001,0.0,0.0019437744140625,-0.118341845703125,0.03343641967773438,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:27:03.243749,,4.99908447265625,-90.001,28.15243,29.72938,0.0,-90.001,0.0,0.0022286132812500002,-0.1177704833984375,0.028061981201171877,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:27:04.002855,,4.9993896484375,-90.0,28.67661,28.10249,0.0,-90.0,0.0,0.00079798583984375,-0.1174297607421875,0.02811553955078125,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:27:04.762877,,4.99908447265625,-90.0,28.67661,26.2063,0.0,-90.0,0.0,-0.0005586364746093751,-0.117314794921875,0.028080755615234376,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:27:05.526940,,4.9993896484375,-90.0,28.67661,24.29118,0.0,-90.0,0.0,-0.001818670654296875,-0.11734354858398438,0.02795452270507813,XYscan
2026-05-04 21:25:43.342253,2026-05-04 21:27:06.273947,,4.99908447265625,-90.0,28.67661,22.42755,0.0,-90.0,0.0,-0.0031812194824218753,-0.1175586608886719,0.027833923339843754,XYscan
