timestamp,x,y,demod
119420054110208,-0.0002738685715640984,0.001953162030195449,1
119420056911872,8.795919876960214e-07,-2.00800603569314e-07,2
119420058779648,-4.412301781848174e-08,-1.9074352104198127e-07,3
119420063449088,-1.2219176046510954e-06,6.234657598134652e-07,4
119420068118528,4.482941645005359e-07,-2.798100804867867e-07,5
