,Freqs,TcSet,TcReal,x1,y1,dx1,dy1,numMeas,xSensitivity,ySensitivity,xFracErr,yFracErr
0,3347620.0000000843,0.24000000000000013,0.23997025913652067,0.0012696394106834796,-2.697902369966559e-05,1.4686467363116886e-06,1.290690070914232e-06,25,7.194424423812194e-07,6.322672389602165e-07,0.0011567431854695486,-0.04784050324735177
1,3347620.0000000843,0.24222222222222217,0.24226424176453448,0.0012700760751335489,-3.267419702135336e-05,1.7400259408315987e-06,1.0914873237534982e-06,25,8.564467810169267e-07,5.372338325615425e-07,0.0013700170996832882,-0.033405176660965395
2,3347620.0000000843,0.24444444444444444,0.24439738842158248,0.0012713123744360285,-3.358549073958874e-05,1.4803100805641476e-06,7.357373885446191e-07,25,7.318144439832158e-07,3.637232867523607e-07,0.0011643952425310366,-0.021906405782464035
3,3347620.0000000843,0.24666666666666673,0.24667277924541156,0.001271164608716054,-3.112295638916465e-05,1.679791765814833e-06,1.2947379680119154e-06,24,8.342881241327304e-07,6.430466755217771e-07,0.0013214588844724954,-0.04160073843314814
4,3347620.0000000843,0.2488888888888888,0.2488846212881776,0.001272295374406524,-2.670343697141826e-05,1.7941330328778572e-06,2.289723637965207e-06,24,8.950631416283506e-07,1.1423050550328722e-06,0.0014101544884691185,-0.0857464018738857
5,3347620.0000000843,0.25111111111111123,0.2511364880469263,0.0012722419931151159,-2.1145347860692537e-05,2.0115534899189995e-06,4.0101007034431884e-06,24,1.0080602592126056e-06,2.009602615511045e-06,0.0015811091764025658,-0.1896445842301623
6,3347620.0000000843,0.25333333333333324,0.253319336890696,0.001272006797069441,-1.4827655363690773e-05,1.943571421881576e-06,2.2251856401158456e-06,24,9.782158059897443e-07,1.1199546051749657e-06,0.0015279567895072129,-0.15006995951394783
7,3347620.0000000843,0.25555555555555554,0.25554046453926643,0.0012695163093172255,-8.943124871192903e-06,2.0457661716313163e-06,2.8402090545824575e-06,24,1.0341554687507927e-06,1.435754372578073e-06,0.001611453241377872,-0.31758575391596966
8,3347620.0000000843,0.25777777777777783,0.2578008867946225,0.0012683489301614588,-2.852190105667386e-06,1.5654867703670875e-06,2.0370979480987053e-06,24,7.948617623331693e-07,1.0343180764736419e-06,0.0012342713689739964,-0.7142223598808969
9,3347620.0000000843,0.25999999999999984,0.25998564237278676,0.0012676205040784644,7.971347804030498e-07,1.8791490695434933e-06,1.1913496490846621e-06,23,9.581553209038681e-07,6.074547378004089e-07,0.0014824224312382816,1.4945397922322348
