LightIntensity,TcSet,TcReal,x1,y1,dx1,dy1,numMeas,xSensitivity,ySensitivity,xFracErr,yFracErr,localTime,time
155000.0,0.009999999999999933,0.01016449591595134,-1.8792307138987726e-08,8.458976777834323e-09,2.3038425964739696e-07,2.292826770080153e-07,300,2.322713941450745e-08,2.3116078816961943e-08,-12.259498418340929,27.10524960995537,2024-06-26 16:49:44,1719434984.2405427
155000.0,0.009999999999999933,0.01016449591595134,-1.174679363531724e-08,5.568773436359591e-09,2.4113419097577904e-07,2.5135022050181746e-07,300,2.431093808218927e-08,2.534090923745478e-08,-20.527660437551123,45.13565210979919,2024-06-26 16:50:33,1719435033.700333
500000.0,0.009999999999999933,0.01016449591595134,-3.547424432301983e-09,8.839376578080964e-09,2.411600249403841e-07,2.3862097686774814e-07,300,2.431354263988965e-08,2.4057558035500823e-08,-67.9817229493149,26.995226955196987,2024-06-26 16:53:00,1719435180.4788399
500000.0,0.009999999999999933,0.01016449591595134,-1.3396383875429602e-08,1.8387378195568515e-08,2.4217163351024343e-07,2.4493122400726887e-07,300,2.4415532130495456e-08,2.4693751629082125e-08,-18.07738832823476,13.320617077767999,2024-06-26 16:53:44,1719435224.4608119
0.2,0.009999999999999933,0.01016449591595134,-1.1245403443850605e-08,8.817375703991083e-09,8.262331595828637e-09,8.008071268922521e-09,300,8.33001039910106e-10,8.073667362920319e-10,-0.7347296730689356,0.9082148178508216,2024-06-26 17:13:04,1719436384.2141535
0.2,0.009999999999999933,0.01016449591595134,-1.114293104250954e-08,7.689401971094012e-09,8.315756334714022e-09,8.166050810637617e-09,300,8.383872753246857e-10,8.232940954166205e-10,-0.7462808755604756,1.061987764631817,2024-06-26 17:13:47,1719436427.6163206
0.2,0.009999999999999933,0.01016449591595134,-1.0758343855171077e-08,7.658641328974123e-09,8.246319012917802e-09,8.134950484630025e-09,300,8.313866653160016e-10,8.201585877690035e-10,-0.7665045032887797,1.0621923831129072,2024-06-26 17:14:31,1719436471.9833674
960000.0,0.009999999999999933,0.01016449591595134,-5.245794011633417e-08,-1.1873280940425544e-08,2.1566429949158027e-07,2.282244513467002e-07,300,2.174308591519968e-08,2.300938943199704e-08,-4.111185056319576,-19.221683752942557,2024-06-26 17:29:17,1719437357.1608584
960000.0,0.009999999999999933,0.01016449591595134,-1.3981955027680264e-08,-1.5364619749359742e-08,2.470256787960855e-07,2.3952315284213494e-07,300,2.4904912727725245e-08,2.4148514627611644e-08,-17.667463406014786,-15.589266558459157,2024-06-26 17:30:16,1719437416.0011477
960000.0,0.009999999999999933,0.01016449591595134,-1.28277132818353e-08,-5.999736758642017e-09,2.3466035710088243e-07,2.494609992776654e-07,300,2.365825181712618e-08,2.5150439607171068e-08,-18.293233715565933,-41.57865741665114,2024-06-26 17:32:03,1719437523.0602183
13660.0,0.009999999999999933,0.01016449591595134,-2.1382510453328413e-08,1.2385429974290152e-08,9.102643834255382e-08,9.91400567458001e-08,300,9.177205843074846e-09,9.995213749069581e-09,-4.257051039036654,8.004571254417199,2024-06-26 17:36:53,1719437813.4485455
81100.0,0.009999999999999933,0.01016449591595134,-7.079158057256768e-09,2.1837275996705556e-08,2.2015274946140928e-07,2.1306956096020976e-07,300,2.2195607512655256e-08,2.1481486647504144e-08,-31.098719322382284,9.757149242989563,2024-06-26 17:59:43,1719439183.365489
25740.0,0.009999999999999933,0.01016449591595134,-1.3823266810659426e-08,1.6653650045460856e-08,1.3245028334216573e-07,1.3372850351484499e-07,300,1.3353521639837675e-08,1.3482390678888764e-08,-9.581691879088263,8.029981604620918,2024-06-26 18:01:17,1719439277.7552896
47000.0,0.009999999999999933,0.01016449591595134,-3.795272979214494e-08,1.762704651135738e-08,4.5540241652360484e-07,4.6576349475988975e-07,300,4.591327304428922e-08,4.695786788356833e-08,-11.999200558634369,26.42322946500374,2024-06-26 18:03:29,1719439409.4254518
47000.0,0.009999999999999933,0.01016449591595134,-4.259451106716182e-08,-1.6227967720184096e-08,4.6430569150188777e-07,4.879797502862241e-07,300,4.6810893435034564e-08,4.91976913210213e-08,-10.900599158651772,-30.070293378713245,2024-06-26 18:06:22,1719439582.5091624
3030.0,0.009999999999999933,0.01016449591595134,-1.2105635840996609e-08,1.1003777077463185e-08,8.479947908495456e-09,8.27023605768307e-09,300,8.549409260851396e-10,8.337979608359132e-10,-0.7004958698474558,0.7515815705337512,2024-06-26 18:08:39,1719439719.2766726
3030.0,0.009999999999999933,0.01016449591595134,-1.1704449107404449e-08,1.0365112509575954e-08,8.69186136724002e-09,8.565613012042287e-09,300,8.763058555191373e-10,8.63577606846602e-10,-0.7426117442589749,0.8263888119042437,2024-06-26 18:09:28,1719439768.3338814
955000.0,0.009999999999999933,0.01016449591595134,-1.2379659925322833e-09,1.8479957283778188e-09,2.4310914727313847e-07,2.3726458441807942e-07,300,2.4510051447514378e-08,2.392080773590371e-08,-196.37788819695606,128.39022340508959,2024-06-26 18:13:10,1719439990.750369
950000.0,0.009999999999999933,0.01016449591595134,-3.577510817229976e-08,-5.205745574007277e-09,2.376305001113729e-07,2.2671070980420199e-07,300,2.395769903583493e-08,2.2856775334580187e-08,-6.642341903395484,-43.55009413755976,2024-06-26 18:20:36,1719440436.0622683
41250.0,0.009999999999999933,0.01016449591595134,-2.4795967615055116e-08,5.660260659900396e-09,3.3106581282436975e-07,3.075050125133559e-07,300,3.337776548457766e-08,3.100238621874216e-08,-13.351598855265477,54.32700559036924,2024-06-26 18:24:34,1719440674.64121
