,TcSet,TcReal,x1,y1,dx1,dy1,xSensitivity,ySensitivity
0,0.0030000000000000005,0.00302753160283075,2.4305337700621166e-09,-5.497328361281269e-09,9.249444716993376e-07,9.167593602174885e-07,5.0893228691935826e-08,5.0442859222999597e-08
1,0.01,0.010164495915951307,3.2317931387892185e-09,-1.4907265920150447e-08,5.057455806126865e-07,5.010370125422823e-07,5.0988826785044606e-08,5.051411307334676e-08
2,0.030000000000000006,0.02846107714199429,5.68911978847258e-09,-4.007653807101873e-09,3.040060815514254e-07,3.007011915800572e-07,5.1287075793125264e-08,5.072952726783095e-08
3,0.10000000000000002,0.07115309999965483,2.84074555401388e-09,-1.3996502886898711e-08,1.8636469855067976e-07,1.8998917840051948e-07,4.9711923118890366e-08,5.067873638901299e-08
4,0.29999999999999993,0.2999937680684424,1.499503879017e-09,-1.3542223803293803e-08,9.336868440489881e-08,8.854096831687566e-08,5.113960344068742e-08,4.8495381902820527e-08
5,1.0,0.9998083370497177,-2.034111290576457e-10,-2.2219864950448777e-08,4.577605609948877e-08,5.7315560349149125e-08,4.577166910229033e-08,5.731006745124346e-08
